junecrotty,RT @mitchellvii: Trump killed hundreds of Obama-era regulations.  If the current economic surge is because of Obama shouldn't that have pr…,1
dashnalhaboris,RT @EdKrassen: Evidence now suggests that Putin knew Trump was running for President 18 months before America did!This means that Manafor…,0
WintPauline,RT @EdKrassen: If you are a: - wealthy white male Trump loves you.- poor white male Trump expects you to love him.- a wealthy black ma…,-1
terry_mcnemar,RT @mitchellvii: What did Russia have on Trump?  A fake dossier about peeing prostitutes?  What did Russia have on Hillary?  She sold 20% o…,0
SabaAthif,RT @EdKrassen: Feb 7 2017 Trump Tweeted: "I don't know Putin have no deals in Russia and the haters are going crazy"November 24 2017…,0
SnarkygayG,RT @mitchellvii: Vladimir Putin could have literally voluntarily manned the phones at Trump Tower full time for 2 years and that would NOT…,0
cali_toad,RT @EdKrassen: Feb 7 2017 Trump Tweeted: "I don't know Putin have no deals in Russia and the haters are going crazy"November 24 2017…,0
tomascampos245,RT @EdKrassen: Happy Thanksgiving and Let's all hope that this Thanksgiving is the last one with Donald Trump as President.  I'm thankful f…,-1
LadyDetectiveX,RT @EdKrassen: In 1776 25K American soldiers died in the Revolution to gain our freedom.The Emoluments Clause that the Trump family has br…,-1
marcella_the,RT @EdKrassen: Malia Obama kisses a fellow student and blows smoke from her mouth and the Right is ready to call for Obama to be Jailed.D…,0
dmolina680,RT @EdKrassen: Evidence now suggests that Putin knew Trump was running for President 18 months before America did!This means that Manafor…,0
JerryLOakley1,RT @EdKrassen: @IRdotnet @realDonaldTrump The Constitution was written with people like you in mind Mr Trump!,-1
jtuttle55,RT @mitchellvii: What did Russia have on Trump?  A fake dossier about peeing prostitutes?  What did Russia have on Hillary?  She sold 20% o…,0
CarrStump1,RT @EdKrassen: Feb 7 2017 Trump Tweeted: "I don't know Putin have no deals in Russia and the haters are going crazy"November 24 2017…,0
kellwoohoo,RT @EdKrassen: Evidence now suggests that Putin knew Trump was running for President 18 months before America did!This means that Manafor…,0
junecrotty,RT @mitchellvii: Two things: Never bet against Trump and never get into a war of words with @mitchellvii on Twitter.,0
DonnaKDDJ,RT @EdKrassen: Trump argues that we can't afford to take in refugees because we need to feed our own.Trump then takes away meals on wheel…,-1
JamesDiGeorgia,The Retaliatory State: Trump Using Government As Revenge https://t.co/BFF5MhGLZq via @intelligencer,-1
junecrotty,RT @mitchellvii: WHY THE TRUMP ECONOMIC MIRACLE? Trump administration cancels hundreds of Obama-era regulations - The Washington Post https…,1
ehalliday07,RT @EdKrassen: The Right attacks Malia Obama for doing what normal college kids do.The Right embraces Donald Trump Jr. for doing what norm…,0
weareteamtrump,This #job might be a great fit for you: Stock Room Clerk - https://t.co/SUiNooYvZN #Hospitality #Miami FL #Hiring,0
Peony459,@AP_Politics SOME Trump supporters.  Geez...stop using such a broad brush will ya?,0
Zofie411,RT @EdKrassen: Malia Obama kisses a fellow student and blows smoke from her mouth and the Right is ready to call for Obama to be Jailed.D…,0
sbohs315,RT @EdKrassen: Feb 7 2017 Trump Tweeted: "I don't know Putin have no deals in Russia and the haters are going crazy"November 24 2017…,0
motherofdoggos_,RT @EdKrassen: Malia Obama kisses a fellow student and blows smoke from her mouth and the Right is ready to call for Obama to be Jailed.D…,0
voop,RT @EdKrassen: Feb 7 2017 Trump Tweeted: "I don't know Putin have no deals in Russia and the haters are going crazy"November 24 2017…,0
4Freedom4ever,RT @mitchellvii: Vladimir Putin could have literally voluntarily manned the phones at Trump Tower full time for 2 years and that would NOT…,0
MelindaThinker,RT @EdKrassen: Malia Obama kisses a fellow student and blows smoke from her mouth and the Right is ready to call for Obama to be Jailed.D…,0
